season,epnumInSeason,epnum,date,name,wikilink,description,types,bday,genres,gender,category
17,14,320,1992-02-22,Red Hot Chili Peppers,/wiki/Red_Hot_Chili_Peppers,Rock band,MusicGroup,,"funk rock,alternative rock,funk metal,rap rock",,funk rock
17,15,321,1992-03-14,Garth Brooks,/wiki/Garth_Brooks,Singer-songwriter,Person,1962-02-07,"country,country pop,country rock",Male,country
17,16,322,1992-03-21,En Vogue,/wiki/En_Vogue,R&B group,MusicGroup,,"r&b,dance-pop,pop,soul,hip hop",,r&b
17,17,323,1992-04-11,Pearl Jam,/wiki/Pearl_Jam,Rock band,MusicGroup,,"alternative rock,grunge,hard rock",,hard rock
17,18,324,1992-04-18,Annie Lennox,/wiki/Annie_Lennox,Singer-songwriter,Person,1954-12-25,"pop,pop rock,rock,soul,blue-eyed soul,new wave,r&b,synthpop,electronica,adult contemporary,jazz",Female,r&b
17,19,325,1992-05-09,Bruce Springsteen,/wiki/Bruce_Springsteen,Singer-songwriter,Person,1949-09-23,"rock,heartland rock,folk rock,rock and roll",Male,folk rock
17,20,326,1992-05-16,Vanessa Williams,/wiki/Vanessa_L._Williams,Actress,Person,1963-03-18,"r&b,pop,soul,dance,jazz",Female,r&b
18,1,327,1992-09-26,Bobby Brown,/wiki/Bobby_Brown,Singer-songwriter,Person,1969-02-05,"r&b,soul,pop,dance,new jack swing",Male,r&b
18,2,328,1992-10-03,Sinéad O'Connor,/wiki/Sin%C3%A9ad_O%27Connor,Singer-songwriter,Person,1966-12-08,"alternative rock,pop rock,folk rock",Female,pop rock
18,3,329,1992-10-10,The Spin Doctors,/wiki/The_Spin_Doctors,Rock band,MusicGroup,,"rock,blues rock,funk rock,jam rock",,blues rock
18,4,330,1992-10-24,Arrested Development,/wiki/Arrested_Development_(hip_hop_group),Hip hop group,MusicGroup,,alternative hip hop,,alternative hip hop
18,5,331,1992-10-31,"10,000 Maniacs","/wiki/10,000_Maniacs",Rock band,MusicGroup,,"alternative rock,college rock,jangle pop,folk rock,soft rock",,folk rock
18,6,332,1992-11-14,Morrissey,/wiki/Morrissey,Singer-songwriter,Person,1959-05-22,"alternative rock,indie pop,indie rock,jangle pop",Male,indie rock
18,7,333,1992-11-21,Sade,/wiki/Sade_Adu,Singer-songwriter,Person,1959-01-16,"r&b,soul",Female,r&b
18,8,334,1992-12-05,Neil Young,/wiki/Neil_Young,Singer-songwriter,Person,1945-11-12,"rock,folk rock,hard rock,country rock,grunge,soft rock",Male,hard rock
18,9,335,1992-12-12,The Black Crowes,/wiki/The_Black_Crowes,Rock band,MusicGroup,,"southern rock,blues rock,hard rock,jam band",,hard rock
18,10,336,1993-01-09,Bon Jovi,/wiki/Bon_Jovi,Rock band,MusicGroup,,"hard rock,glam metal,arena rock,pop rock",,pop rock
18,11,337,1993-01-16,Madonna,/wiki/Madonna_(entertainer),Singer-songwriter,Person,1958-08-16,"pop,dance,electronic,rock",Female,dance
18,12,338,1993-02-06,Mick Jagger,/wiki/Mick_Jagger,Singer,Person,1943-07-26,"rock,blues,pop",Male,blues
18,13,339,1993-02-13,Paul McCartney,/wiki/Paul_McCartney,Singer-songwriter,Person,1942-06-18,"rock,pop,classical,electronic",Male,classical
18,14,340,1993-02-20,Sting,/wiki/Sting_(musician),Musician,Person,1951-10-02,"rock,pop,new wave,jazz,world",Male,jazz
18,15,341,1993-03-13,Mary J. Blige,/wiki/Mary_J._Blige,Singer-songwriter,Person,1971-01-11,"r&b,soul,hip hop soul,neo soul",Female,r&b
18,16,342,1993-03-20,Soul Asylum,/wiki/Soul_Asylum,Rock band,MusicGroup,,alternative rock,,
18,17,343,1993-04-10,Peter Gabriel,/wiki/Peter_Gabriel,Singer,Person,1950-02-13,"progressive rock,art rock,experimental,worldbeat,pop,pop rock,art pop",Male,pop rock
18,18,344,1993-04-17,Lenny Kravitz,/wiki/Lenny_Kravitz,Singer-songwriter,Person,1964-05-26,"rock,funk rock,hard rock,neo-psychedelia,neo soul",Male,hard rock
18,19,345,1993-05-08,Midnight Oil,/wiki/Midnight_Oil,Rock band,MusicGroup,,"alternative rock,hard rock,new wave",,hard rock
18,20,346,1993-05-15,Willie Nelson,/wiki/Willie_Nelson,Musician,Person,1933-04-29,"country,outlaw country,rock",Male,country
18,20,346,1993-05-15,Paul Simon,/wiki/Paul_Simon,Musician,Person,1941-10-13,"folk,rock,pop,world",Male,folk
19,1,347,1993-09-25,Nirvana,/wiki/Nirvana_(band),Rock band,MusicGroup,,"grunge,alternative rock",,grunge
19,2,348,1993-10-02,Cypress Hill,/wiki/Cypress_Hill,Hip hop group,MusicGroup,,"hip hop,latin hip hop,hardcore hip hop,chicano rap,nu metal,rap metal,west coast hip hop,gangsta rap",,hip hop
19,3,349,1993-10-09,Aerosmith,/wiki/Aerosmith,Rock band,MusicGroup,,"hard rock,blues rock,glam metal",,hard rock
19,4,350,1993-10-23,Billy Joel,/wiki/Billy_Joel,Singer-songwriter,Person,1949-05-09,"rock,soft rock,piano rock,pop",Male,soft rock
19,5,351,1993-10-30,The Smashing Pumpkins,/wiki/The_Smashing_Pumpkins,Rock band,MusicGroup,,alternative rock,,
19,6,352,1993-11-13,James Taylor,/wiki/James_Taylor,Singer-songwriter,Person,1948-03-12,"folk rock,rock,pop,soft rock,blues,country",Male,folk rock
19,7,353,1993-11-20,Stone Temple Pilots,/wiki/Stone_Temple_Pilots,Rock band,MusicGroup,,"grunge,alternative rock,hard rock,alternative metal,neo-psychedelia,funk rock",,hard rock
19,8,354,1993-12-04,Paul Westerberg,/wiki/Paul_Westerberg,Musician,Person,1959-12-31,"alternative rock,punk rock",Male,punk rock
19,9,355,1993-12-11,Tony! Toni! Toné!,/wiki/Tony!_Toni!_Ton%C3%A9!,R&B group,MusicGroup,,"r&b,soul,neo soul,new jack swing",,r&b
19,10,356,1994-01-08,Blind Melon,/wiki/Blind_Melon,Rock band,MusicGroup,,"alternative rock,folk rock,psychedelic rock,roots rock,blues rock,grunge",,folk rock
19,11,357,1994-01-15,Counting Crows,/wiki/Counting_Crows,Rock band,MusicGroup,,"rock,alternative rock,pop rock,roots rock,folk rock,indie pop",,pop rock
19,12,358,1994-02-05,Salt-N-Pepa,/wiki/Salt-N-Pepa,Hip hop trio,MusicGroup,,"hip hop,dance",,hip hop
19,13,359,1994-02-12,UB40,/wiki/UB40,Pop band,MusicGroup,,"pop,reggae,dub",,reggae
19,14,360,1994-02-19,Crash Test Dummies,/wiki/Crash_Test_Dummies,Rock band,MusicGroup,,"alternative rock,folk rock,pop rock,chamber pop",,pop rock
19,15,361,1994-03-12,Aretha Franklin,/wiki/Aretha_Franklin,Singer-songwriter,Person,1942-03-25,"soul,pop,gospel,jazz,r&b",Female,r&b
19,16,362,1994-03-19,Snoop Doggy Dogg,/wiki/Snoop_Dogg,Rapper,Person,1971-10-20,"hip hop,funk,r&b,reggae",Male,r&b
19,17,363,1994-04-09,Dwight Yoakam,/wiki/Dwight_Yoakam,Singer-songwriter,Person,1956-10-23,"country,honky tonk,country rock,bluegrass",Male,country
19,18,364,1994-04-16,Pearl Jam,/wiki/Pearl_Jam,Rock band,MusicGroup,,"alternative rock,grunge,hard rock",,hard rock
19,19,365,1994-05-07,The Pretenders,/wiki/The_Pretenders,Rock band,MusicGroup,,"rock,punk rock,new wave",,new wave
19,20,366,1994-05-14,Janet Jackson,/wiki/Janet_Jackson,Singer-songwriter,Person,1966-05-16,"r&b,pop,hip hop,dance",Female,r&b
20,1,367,1994-09-24,Eric Clapton,/wiki/Eric_Clapton,Guitarist,Person,1945-03-30,"rock,blues",Male,blues
20,2,368,1994-10-01,Bonnie Raitt,/wiki/Bonnie_Raitt,Singer-songwriter,Person,1949-11-08,"blues,blue-eyed soul,blues rock,roots rock,americana",Female,blues
20,3,369,1994-10-15,Seal,/wiki/Seal_(musician),Singer-songwriter,Person,1963-02-19,"soul,r&b,adult contemporary,electronica",Male,r&b
20,4,370,1994-10-22,Edie Brickell,/wiki/Edie_Brickell,Singer-songwriter,Person,1966-03-10,"alternative rock,folk rock,jangle pop,jam rock,neo-psychedelia",Female,folk rock
20,4,370,1994-10-22,Paul Simon,/wiki/Paul_Simon,Musician,Person,1941-10-13,"folk,rock,pop,world",Male,folk
20,5,371,1994-11-12,R.E.M.,/wiki/R.E.M._(band),Rock band,MusicGroup,,"alternative rock,folk rock,college rock,jangle pop",,folk rock
20,6,372,1994-11-19,Tom Petty,/wiki/Tom_Petty,Musician,Person,1950-10-20,"rock,rock and roll,roots rock,heartland rock,blues rock,southern rock,country rock",Male,blues rock
20,7,373,1994-12-03,Green Day,/wiki/Green_Day,Rock band,MusicGroup,,"punk rock,pop punk,alternative rock",,punk rock
20,8,374,1994-12-10,Beastie Boys,/wiki/Beastie_Boys,Hip hop group,MusicGroup,,"hip hop,rap rock,hardcore hip hop,alternative hip hop,rapcore,hardcore punk",,hip hop
20,9,375,1994-12-17,Hole,/wiki/Hole_(band),Rock band,MusicGroup,,"alternative rock,grunge,punk rock,noise rock",,punk rock
20,10,376,1995-01-14,Luscious Jackson,/wiki/Luscious_Jackson,Rock band,MusicGroup,,"alternative rock,alternative hip hop,indie rock",,indie rock
20,11,377,1995-01-21,Live,/wiki/Live_(band),Rock band,MusicGroup,,"alternative rock,pop rock,post-grunge",,pop rock
20,12,378,1995-02-11,Des'ree,/wiki/Des%27ree,Record Producer,Person,1968-11-30,"soul,dance,r&b,pop",Female,r&b
20,13,379,1995-02-18,Bon Jovi,/wiki/Bon_Jovi,Rock band,MusicGroup,,"hard rock,glam metal,arena rock,pop rock",,pop rock
20,14,380,1995-02-25,The Cranberries,/wiki/The_Cranberries,Rock band,MusicGroup,,"alternative rock,celtic rock,dream pop,jangle pop",,jangle pop
20,15,381,1995-03-18,Annie Lennox,/wiki/Annie_Lennox,Singer-songwriter,Person,1954-12-25,"pop,pop rock,rock,soul,blue-eyed soul,new wave,r&b,synthpop,electronica,adult contemporary,jazz",Female,r&b
20,16,382,1995-03-25,The Tragically Hip,/wiki/The_Tragically_Hip,Rock band,MusicGroup,,"rock,alternative rock,pop rock,country",,pop rock
20,17,383,1995-04-08,Dionne Farris,/wiki/Dionne_Farris,Singer,Person,1969-12-04,"pop,r&b,soul,alternative hip hop,jazz",Female,r&b
20,18,384,1995-04-15,Dave Matthews Band,/wiki/Dave_Matthews_Band,Rock band,MusicGroup,,"rock,jam,jazz fusion,folk rock,bluegrass,funk rock,pop rock,alternative rock",,pop rock
20,19,385,1995-05-06,TLC,/wiki/TLC_(music),R&B Group,MusicGroup,,"r&b,pop,hip hop,soul,funk,new jack swing",,r&b
20,20,386,1995-05-13,Rod Stewart,/wiki/Rod_Stewart,Singer-songwriter,Person,1945-01-10,"rock,pop,blue-eyed soul,blues rock,folk rock",Male,folk rock
21,1,387,1995-09-30,Blues Traveler,/wiki/Blues_Traveler,Rock band,MusicGroup,,"rock,blues rock,psychedelic rock,jam band",,blues rock
21,2,388,1995-10-07,Lisa Loeb & Nine Stories,/wiki/Lisa_Loeb_%26_Nine_Stories,Singer-songwriter,Person,1968-03-11,"pop,rock",Female,
21,3,389,1995-10-21,Natalie Merchant,/wiki/Natalie_Merchant,Singer-songwriter,Person,1963-10-26,"alternative rock,pop,folk",Female,folk
21,4,390,1995-10-28,Alanis Morissette,/wiki/Alanis_Morissette,Singer-songwriter,Person,1974-06-01,"alternative rock,post-grunge,pop rock,electronica,dance-pop",Female,pop rock
21,5,391,1995-11-11,The Smashing Pumpkins,/wiki/The_Smashing_Pumpkins,Rock band,MusicGroup,,alternative rock,,
21,6,392,1995-11-18,Rancid,/wiki/Rancid_(band),Rock band,MusicGroup,,"punk rock,ska punk",,punk rock
21,7,393,1995-12-02,Foo Fighters,/wiki/Foo_Fighters,Rock band,MusicGroup,,"alternative rock,post-grunge,hard rock",,hard rock
21,8,394,1995-12-09,Silverchair,/wiki/Silverchair,Rock band,MusicGroup,,"grunge,post-grunge,art rock,alternative rock",,art rock
21,9,395,1995-12-16,Bush,/wiki/Bush_(band),Rock band,MusicGroup,,"post-grunge,grunge,alternative rock,hard rock",,hard rock
21,10,396,1996-01-13,Joan Osborne,/wiki/Joan_Osborne,Singer-songwriter,Person,1962-07-08,"rock,folk,country rock,blues,r&b",Female,r&b
21,11,397,1996-01-20,Tori Amos,/wiki/Tori_Amos,Singer-songwriter,Person,1963-08-22,"alternative rock,piano rock,baroque pop,chamber pop,pop rock,electronica,classical",Female,pop rock
21,12,398,1996-02-10,Coolio,/wiki/Coolio,Rapper,Person,1963-08-01,"hip hop,gangsta rap,g-funk,west coast hip hop",Male,hip hop
21,13,399,1996-02-17,Tupac Shakur,/wiki/Tupac_Shakur,Rapper,Person,1971-06-16,hip hop,Male,hip hop
21,14,400,1996-02-24,Sting,/wiki/Sting_(musician),Musician,Person,1951-10-02,"rock,pop,new wave,jazz,world",Male,jazz
21,15,401,1996-03-16,Everclear,/wiki/Everclear_(band),Rock band,MusicGroup,,"alternative rock,post-grunge,power pop,grunge",,post-grunge
21,16,402,1996-03-23,Gin Blossoms,/wiki/Gin_Blossoms,Rock band,MusicGroup,,"alternative rock,power pop,jangle pop,post-grunge",,post-grunge
21,17,403,1996-04-13,Rage Against the Machine,/wiki/Rage_Against_the_Machine,Rock band,MusicGroup,,"rap metal,alternative metal,funk metal,nu metal",,alternative metal
21,18,404,1996-04-20,Dave Matthews Band,/wiki/Dave_Matthews_Band,Rock band,MusicGroup,,"rock,jam,jazz fusion,folk rock,bluegrass,funk rock,pop rock,alternative rock",,pop rock
21,19,405,1996-05-11,The Cure,/wiki/The_Cure,Rock band,MusicGroup,,"post-punk,gothic rock,alternative rock,new wave",,new wave
21,20,406,1996-05-18,Soundgarden,/wiki/Soundgarden,Rock band,MusicGroup,,"grunge,heavy metal,alternative metal,hard rock,alternative rock",,hard rock
22,1,407,1996-09-28,Tom Petty & the Heartbreakers,/wiki/Tom_Petty_%26_the_Heartbreakers,Rock band,MusicGroup,,"rock,heartland rock,blues rock,hard rock,jangle pop,glam rock",,hard rock
22,2,408,1996-10-05,Sheryl Crow,/wiki/Sheryl_Crow,Singer-songwriter,Person,1962-02-11,"pop,rock,country",Female,country
22,3,409,1996-10-19,New Edition,/wiki/New_Edition,R&B group,MusicGroup,,"r&b,pop,new jack swing",,r&b
22,4,410,1996-10-26,Dr. Dre,/wiki/Dr._Dre,Rapper,Person,1965-02-18,"hip hop,gangsta rap,g-funk",Male,hip hop
22,5,411,1996-11-02,The Wallflowers,/wiki/The_Wallflowers,Rock band,MusicGroup,,"alternative rock,roots rock",,roots rock
22,6,412,1996-11-16,Fiona Apple,/wiki/Fiona_Apple,Singer-songwriter,Person,1977-09-13,"art pop,baroque pop,jazz",Female,jazz
22,7,413,1996-11-23,Bush,/wiki/Bush_(band),Rock band,MusicGroup,,"post-grunge,grunge,alternative rock,hard rock",,hard rock
22,8,414,1996-12-07,No Doubt,/wiki/No_Doubt,Rock band,MusicGroup,,"ska punk,alternative rock,new wave,dancehall,pop rock,reggae,synth-pop",,pop rock
22,9,415,1996-12-14,Whitney Houston,/wiki/Whitney_Houston,Singer,Person,1963-08-09,"r&b,pop,soul,gospel",Female,r&b
22,10,416,1997-01-11,Beck,/wiki/Beck,Singer-songwriter,Person,1970-07-08,"alternative rock,anti-folk,art pop,americana,alternative hip hop",Male,americana
22,11,417,1997-01-18,Snoop Doggy Dogg,/wiki/Snoop_Dogg,Rapper,Person,1971-10-20,"hip hop,funk,r&b,reggae",Male,r&b
22,12,418,1997-02-08,David Bowie,/wiki/David_Bowie,Singer-songwriter,Person,1947-01-08,"art rock,glam rock,pop,electronic,experimental",Male,art rock
22,13,419,1997-02-15,Live,/wiki/Live_(band),Rock band,MusicGroup,,"alternative rock,pop rock,post-grunge",,pop rock
22,14,420,1997-02-22,Tina Turner,/wiki/Tina_Turner,Dancer,Person,1939-11-26,"r&b,pop,soul,dance,rock and roll",Female,r&b
22,15,421,1997-03-15,Veruca Salt,/wiki/Veruca_Salt_(band),Rock band,MusicGroup,,"alternative rock,grunge",,grunge
22,16,422,1997-03-22,Aerosmith,/wiki/Aerosmith,Rock band,MusicGroup,,"hard rock,blues rock,glam metal",,hard rock
22,17,423,1997-04-12,Spice Girls,/wiki/Spice_Girls,Musical Group,MusicGroup,,"pop,dance-pop,teen pop",,dance-pop
22,18,424,1997-04-19,Rollins Band,/wiki/Rollins_Band,Rock band,MusicGroup,,"alternative metal,hard rock,post-hardcore,funk metal",,hard rock
22,19,425,1997-05-10,Jewel,/wiki/Jewel_(musician),Singer-songwriter,Person,1974-05-23,"folk,pop rock,pop,country",Female,pop rock
22,20,426,1997-05-17,En Vogue,/wiki/En_Vogue,R&B group,MusicGroup,,"r&b,dance-pop,pop,soul,hip hop",,r&b
23,1,427,1997-09-27,Jamiroquai,/wiki/Jamiroquai,Musical Group,MusicGroup,,"funk,acid jazz,jazz-funk,nu-funk,pop,disco-rock",,funk
23,2,428,1997-10-04,Oasis,/wiki/Oasis_(band),Rock band,MusicGroup,,"rock,britpop",,britpop
23,3,429,1997-10-18,Björk,/wiki/Bj%C3%B6rk,Singer-songwriter,Person,1965-11-21,"art pop,experimental,electronica,avant-garde",Female,art pop
23,4,430,1997-10-25,The Mighty Mighty Bosstones,/wiki/The_Mighty_Mighty_Bosstones,Musical band,MusicGroup,,"ska punk,ska-core,third wave ska,alternative",,ska punk
23,5,431,1997-11-08,Jane's Addiction,/wiki/Jane%27s_Addiction,Rock band,MusicGroup,,"alternative rock,alternative metal,funk metal,neo-psychedelia,hard rock",,hard rock
23,6,432,1997-11-15,Mariah Carey,/wiki/Mariah_Carey,Singer-songwriter,Person,1969-03-27,"r&b,pop,hip hop,soul",Female,r&b
23,7,433,1997-11-22,Sarah McLachlan,/wiki/Sarah_McLachlan,Musician,Person,1968-01-28,"pop,rock",Female,
23,8,434,1997-12-06,Metallica,/wiki/Metallica,Musical band,MusicGroup,,"heavy metal,thrash metal",,heavy metal
23,8,434,1997-12-06,Marianne Faithfull,/wiki/Marianne_Faithfull,Singer,Person,1946-12-29,"rock,folk,alternative,blues,jazz",Female,jazz
23,9,435,1997-12-13,Hanson,/wiki/Hanson_(band),Pop band,MusicGroup,1980-11-17,"pop rock,pop",,pop rock
23,10,436,1998-01-10,Ben Folds Five,/wiki/Ben_Folds_Five,Trio,MusicGroup,,"alternative rock,power pop,piano rock",,power pop
23,11,437,1998-01-17,Portishead,/wiki/Portishead_(band),Musical band,MusicGroup,,"trip hop,experimental rock,electronica,alternative rock,downtempo",,electronica
23,12,438,1998-02-07,Paula Cole,/wiki/Paula_Cole,Singer-songwriter,Person,1968-04-05,"pop,rock",Female,
23,13,439,1998-02-14,Missy Misdemeanor Elliott,/wiki/Missy_Elliott,Rapper,Person,1971-07-01,"hip hop,r&b",Female,r&b
23,14,440,1998-02-28,Garth Brooks,/wiki/Garth_Brooks,Singer-songwriter,Person,1962-02-07,"country,country pop,country rock",Male,country
23,15,441,1998-03-07,Natalie Imbruglia,/wiki/Natalie_Imbruglia,Singer-songwriter,Person,1975-02-04,pop rock,Female,pop rock
23,16,442,1998-03-14,Backstreet Boys,/wiki/Backstreet_Boys,Musical Group,MusicGroup,,"pop,dance-pop,r&b",,r&b
23,17,443,1998-04-04,Third Eye Blind,/wiki/Third_Eye_Blind,Rock band,MusicGroup,,"alternative rock,pop rock,post-grunge",,pop rock
23,18,444,1998-04-11,All Saints,/wiki/All_Saints_(group),Musical Group,MusicGroup,,"pop,r&b,electronica",,r&b
23,19,445,1998-05-02,Natalie Merchant,/wiki/Natalie_Merchant,Singer-songwriter,Person,1963-10-26,"alternative rock,pop,folk",Female,folk
23,20,446,1998-05-09,Puff Daddy,/wiki/Puff_Daddy,Rapper,Person,1969-11-04,"hip hop,r&b",Male,r&b
23,20,446,1998-05-09,Jimmy Page,/wiki/Jimmy_Page,Musician,Person,1944-01-09,"rock,blues,folk,hard rock,heavy metal",Male,hard rock
24,1,447,1998-09-26,The Smashing Pumpkins,/wiki/The_Smashing_Pumpkins,Rock band,MusicGroup,,alternative rock,,
24,2,448,1998-10-03,Sheryl Crow,/wiki/Sheryl_Crow,Singer-songwriter,Person,1962-02-11,"pop,rock,country",Female,country
24,3,449,1998-10-17,Elliott Smith,/wiki/Elliott_Smith,Singer-songwriter,Person,1969-08-06,"indie folk,indie pop,indie rock,lo-fi",Male,indie rock
24,4,450,1998-10-24,Alanis Morissette,/wiki/Alanis_Morissette,Singer-songwriter,Person,1974-06-01,"alternative rock,post-grunge,pop rock,electronica,dance-pop",Female,pop rock
24,5,451,1998-11-07,Eagle-Eye Cherry,/wiki/Eagle-Eye_Cherry,Musician,Person,1969-05-07,"rock,post-grunge,alternative rock,acoustic",Male,post-grunge
24,6,452,1998-11-14,Jewel,/wiki/Jewel_(musician),Singer-songwriter,Person,1974-05-23,"folk,pop rock,pop,country",Female,pop rock
24,7,453,1998-11-21,Beastie Boys,/wiki/Beastie_Boys,Hip hop group,MusicGroup,,"hip hop,rap rock,hardcore hip hop,alternative hip hop,rapcore,hardcore punk",,hip hop
24,8,454,1998-12-05,Lauryn Hill,/wiki/Lauryn_Hill,Singer-songwriter,Person,1975-05-26,"r&b,soul,neo soul,hip hop,folk,reggae",Female,r&b
24,9,455,1998-12-12,Luciano Pavarotti,/wiki/Luciano_Pavarotti,Music performer,Person,1935-10-12,opera,classical,opera
24,9,455,1998-12-12,Vanessa Williams,/wiki/Vanessa_L._Williams,Actress,Person,1963-03-18,"r&b,pop,soul,dance,jazz",Female,r&b
24,9,455,1998-12-12,Philadelphia Boys Choir & Chorale,/wiki/Philadelphia_Boys_Choir_%26_Chorale,Choir,MusicGroup,,choir,,choir
24,10,456,1999-01-09,Beck,/wiki/Beck,Singer-songwriter,Person,1970-07-08,"alternative rock,anti-folk,art pop,americana,alternative hip hop",Male,americana
24,11,457,1999-01-16,Everlast,/wiki/Everlast_(singer),Rapper,Person,1969-08-18,"hip hop,rock,blues",Male,hip hop
24,12,458,1999-02-06,Barenaked Ladies,/wiki/Barenaked_Ladies,Rock band,MusicGroup,,"alternative rock,jangle pop,college rock,folk rock",,folk rock
24,13,459,1999-02-13,Busta Rhymes,/wiki/Busta_Rhymes,Actor,Person,1972-05-20,hip hop,Male,hip hop
24,13,459,1999-02-13,The Roots,/wiki/The_Roots,Hip hop group,MusicGroup,,"hip hop,alternative hip hop,neo soul,jazz rap",,hip hop
24,14,460,1999-02-20,Lucinda Williams,/wiki/Lucinda_Williams,Singer-songwriter,Person,1953-01-26,"americana,folk rock,country rock,alternative country,heartland rock,blues",Female,folk rock
24,15,461,1999-03-13,The Corrs,/wiki/The_Corrs,Pop band,MusicGroup,,"alternative rock,folk rock,celtic,pop rock,celtic fusion",,pop rock
24,16,462,1999-03-20,Garbage,/wiki/Garbage_(band),Rock band,MusicGroup,,"alternative rock,electronic rock,industrial rock,trip hop,grunge",,grunge
24,17,463,1999-04-10,Tom Petty & the Heartbreakers,/wiki/Tom_Petty_%26_the_Heartbreakers,Rock band,MusicGroup,,"rock,heartland rock,blues rock,hard rock,jangle pop,glam rock",,hard rock
24,18,464,1999-05-08,Ricky Martin,/wiki/Ricky_Martin,Singer,Person,1971-12-24,"pop,latin pop,dance-pop,rock,urban pop,reggae",Male,dance-pop
24,19,465,1999-05-15,Backstreet Boys,/wiki/Backstreet_Boys,Musical Group,MusicGroup,,"pop,dance-pop,r&b",,r&b
25,1,466,1999-10-02,David Bowie,/wiki/David_Bowie,Singer-songwriter,Person,1947-01-08,"art rock,glam rock,pop,electronic,experimental",Male,art rock
25,2,467,1999-10-16,Marc Anthony,/wiki/Marc_Anthony,Singer-songwriter,Person,1968-09-16,"salsa,pop,latin pop,freestyle",Male,latin pop
25,3,468,1999-10-23,Dr. Dre,/wiki/Dr._Dre,Rapper,Person,1965-02-18,"hip hop,gangsta rap,g-funk",Male,hip hop
25,3,468,1999-10-23,Snoop Dogg,/wiki/Snoop_Dogg,Rapper,Person,1971-10-20,"hip hop,funk,r&b,reggae",Male,r&b
25,3,468,1999-10-23,Eminem,/wiki/Eminem,Rapper,Person,1972-10-17,hip hop,Male,hip hop
25,4,469,1999-11-06,Foo Fighters,/wiki/Foo_Fighters,Rock band,MusicGroup,,"alternative rock,post-grunge,hard rock",,hard rock
25,5,470,1999-11-13,Chris Gaines,/wiki/Chris_Gaines,Singer,Person,,"alternative rock,rock",,
25,6,471,1999-11-20,Sting,/wiki/Sting_(musician),Musician,Person,1951-10-02,"rock,pop,new wave,jazz,world",Male,jazz
25,7,472,1999-12-04,Beck,/wiki/Beck,Singer-songwriter,Person,1970-07-08,"alternative rock,anti-folk,art pop,americana,alternative hip hop",Male,americana
25,8,473,1999-12-11,R.E.M.,/wiki/R.E.M.,Rock band,MusicGroup,,"alternative rock,folk rock,college rock,jangle pop",,folk rock
25,9,474,2000-01-08,Blink-182,/wiki/Blink-182,Rock band,MusicGroup,,"pop punk,alternative rock,punk rock,skate punk",,punk rock
25,10,475,2000-01-15,Macy Gray,/wiki/Macy_Gray,Singer-songwriter,Person,1967-09-06,"r&b,soul,jazz",Female,r&b
25,11,476,2000-02-05,Jennifer Lopez,/wiki/Jennifer_Lopez,Singer,Person,1969-07-24,"r&b,pop,latin,hip hop,dance",Female,r&b
25,12,477,2000-02-12,DMX,/wiki/DMX_(rapper),Rapper,Person,1970-12-18,hip hop,Male,hip hop
25,13,478,2000-02-19,Fiona Apple,/wiki/Fiona_Apple,Singer-songwriter,Person,1977-09-13,"art pop,baroque pop,jazz",Female,jazz
25,14,479,2000-03-11,'N Sync,/wiki/%27N_Sync,Boy group,MusicGroup,,"pop,dance-pop,teen pop",,dance-pop
25,15,480,2000-03-18,AC/DC,/wiki/AC/DC,Rock band,MusicGroup,,"hard rock,blues rock,rock and roll",,hard rock
25,16,481,2000-04-08,Christina Aguilera,/wiki/Christina_Aguilera,Singer-songwriter,Person,1980-12-18,"r&b,pop,dance-pop,soul",Female,r&b
25,17,482,2000-04-15,Sisqó,/wiki/Sisq%C3%B3,Singer-songwriter,Person,1978-11-09,"r&b,hip hop soul",Male,r&b
25,18,483,2000-05-06,Neil Young,/wiki/Neil_Young,Singer-songwriter,Person,1945-11-12,"rock,folk rock,hard rock,country rock,grunge,soft rock",Male,hard rock
25,19,484,2000-05-13,Britney Spears,/wiki/Britney_Spears,Singer,Person,1981-12-02,"pop,dance",Female,dance
25,20,485,2000-05-20,Kid Rock,/wiki/Kid_Rock,Singer,Person,1971-01-17,"rock,hip hop,rap rock,country,nu metal",Male,hip hop
26,1,486,2000-10-07,Eminem,/wiki/Eminem,Rapper,Person,1972-10-17,hip hop,Male,hip hop
26,2,487,2000-10-14,Radiohead,/wiki/Radiohead,Rock band,MusicGroup,,"art rock,alternative rock,electronica,experimental rock",,art rock
26,3,488,2000-10-21,The Wallflowers,/wiki/The_Wallflowers,Rock band,MusicGroup,,"alternative rock,roots rock",,roots rock
26,4,489,2000-11-04,Paul Simon,/wiki/Paul_Simon,Musician,Person,1941-10-13,"folk,rock,pop,world",Male,folk
26,5,490,2000-11-11,Ricky Martin,/wiki/Ricky_Martin,Singer,Person,1971-12-24,"pop,latin pop,dance-pop,rock,urban pop,reggae",Male,dance-pop
26,6,491,2000-11-18,David Gray,/wiki/David_Gray_(musician),Singer-songwriter,Person,1968-06-13,"rock,folk rock,folktronica",Male,folk rock
26,7,492,2000-12-09,U2,/wiki/U2,Rock band,MusicGroup,,"rock,alternative rock,post-punk",,post-punk
26,8,493,2000-12-16,Jay-Z,/wiki/Jay-Z,Rapper,Person,1969-12-04,hip hop,Male,hip hop
26,9,494,2001-01-13,Nelly Furtado,/wiki/Nelly_Furtado,Singer-songwriter,Person,1978-12-02,"r&b,pop,dance-pop,folk,world,hip hop,latin",Female,r&b
