season,epnumInSeason,epnum,date,name,wikilink,description,types,bday,genres,gender,category
8,12,151,1983-02-05,Jennifer Warnes,/wiki/Jennifer_Warnes,Singer,Person,1947-03-03,"country rock,pop",Female,country rock
8,13,152,1983-02-19,Tom Petty & The Heartbreakers,/wiki/Tom_Petty_%26_The_Heartbreakers,Rock band,MusicGroup,,"rock,heartland rock,blues rock,hard rock,jangle pop,glam rock",,hard rock
8,14,153,1983-02-26,Randy Newman,/wiki/Randy_Newman,Singer-songwriter,Person,1943-11-28,"rock,pop",Male,
8,15,154,1983-03-12,Leon Redbone,/wiki/Leon_Redbone,Singer,Person,1949-08-26,"vaudevillian,ragtime,jazz,blues",Male,jazz
8,16,155,1983-03-19,Duran Duran,/wiki/Duran_Duran,Pop band,MusicGroup,,"new wave,synthpop,dance-rock",,new wave
8,17,156,1983-04-09,Musical Youth,/wiki/Musical_Youth,Musical band,MusicGroup,,reggae,,reggae
8,18,157,1983-04-16,Michael McDonald,/wiki/Michael_McDonald_(singer),Singer,Person,1952-02-12,"r&b,pop,rock,blue-eyed soul",Male,r&b
8,19,158,1983-05-07,Stevie Wonder,/wiki/Stevie_Wonder,Musician,Person,1950-05-13,"soul,pop,r&b,funk,jazz",Male,r&b
8,20,159,1983-05-14,Kevin Rowland,/wiki/Kevin_Rowland,Singer,Person,1953-08-17,"punk rock,new wave,soul,pop",Male,soul
8,20,159,1983-05-14,Dexys Midnight Runners,/wiki/Dexys_Midnight_Runners,Pop band,MusicGroup,,"pop,new wave,soul,celtic folk,rock",,soul
9,1,160,1983-10-08,John Cougar Mellencamp,/wiki/John_Mellencamp,Musician,Person,1951-10-07,"rock,heartland rock,roots rock,folk rock",Male,folk rock
9,2,161,1983-10-15,Eddy Grant,/wiki/Eddy_Grant,Musician,Person,1948-03-05,"reggae,pop,ringbang",Male,reggae
9,3,162,1983-10-22,Men at Work,/wiki/Men_at_Work,Rock band,MusicGroup,,"new wave,pop rock,reggae rock",,pop rock
9,4,163,1983-11-05,Stray Cats,/wiki/Stray_Cats,Rock band,MusicGroup,,"rockabilly,rock and roll",,rock and roll
9,5,164,1983-11-12,Mick Fleetwood's Zoo,/wiki/Mick_Fleetwood%27s_Zoo,Musician,Person,1947-06-24,"blues,rock,blues rock",Male,blues
9,5,164,1983-11-12,Lindsey Buckingham,/wiki/Lindsey_Buckingham,Musician,Person,1949-10-03,"rock,pop,new wave",Male,new wave
9,6,165,1983-11-19,Loverboy,/wiki/Loverboy,Rock band,MusicGroup,,"rock,hard rock",,hard rock
9,7,166,1983-12-03,Big Country,/wiki/Big_Country,Rock band,MusicGroup,,"alternative rock,new wave,folk rock,celtic rock,post-punk",,folk rock
9,8,167,1983-12-10,Stevie Nicks,/wiki/Stevie_Nicks,Singer,Person,1948-05-26,rock,Female,
9,9,168,1984-01-14,Huey Lewis and the News,/wiki/Huey_Lewis_and_the_News,Singer-songwriter,Person,,"rock,pop rock,blue-eyed soul,blues rock",Male,pop rock
9,10,169,1984-01-21,The Motels,/wiki/The_Motels,Rock band,MusicGroup,,"new wave,alternative rock",,new wave
9,11,170,1984-01-28,Billy Idol,/wiki/Billy_Idol,Musician,Person,1955-11-30,"punk rock,hard rock,glam rock,dance-rock,new wave,post-punk",Male,hard rock
9,12,171,1984-02-11,Adam Ant,/wiki/Adam_Ant,Singer,Person,1954-11-03,"new wave,post-punk,glam pop,alternative rock",Male,new wave
9,13,172,1984-02-18,The Fixx,/wiki/The_Fixx,Rock band,MusicGroup,,"rock,new wave",,new wave
9,14,173,1984-02-25,Kool & the Gang,/wiki/Kool_%26_the_Gang,Musical band,MusicGroup,,"funk,r&b,soul,disco",,r&b
9,15,174,1984-03-17,Al Jarreau,/wiki/Al_Jarreau,Singer,Person,1940-03-12,"jazz,r&b,soul",Male,r&b
9,16,175,1984-04-07,Deniece Williams,/wiki/Deniece_Williams,Singer,Person,1950-06-03,"soul,r&b,gospel,pop",Female,r&b
9,17,176,1984-04-14,Madness,/wiki/Madness_(band),Record Producer,MusicGroup,,"2 tone,pop,ska,new wave",,new wave
9,18,177,1984-05-05,Spinal Tap,/wiki/Spinal_Tap_(band),Rock band,MusicGroup,,"heavy metal,hard rock,comedy rock,psychedelic rock",,hard rock
9,19,178,1984-05-12,The Cars,/wiki/The_Cars,Rock band,MusicGroup,,"rock,new wave,power pop",,new wave
10,1,179,1984-10-06,Thompson Twins,/wiki/Thompson_Twins,Musical Group,MusicGroup,,"new wave,synthpop,post-punk",,new wave
10,2,180,1984-10-13,Peter Wolf,/wiki/Peter_Wolf,Musician,Person,1946-03-07,"rock and roll,blues,blue-eyed soul",Male,blues
10,3,181,1984-10-20,Andrae Crouch,/wiki/Andrae_Crouch,Singer,Person,1942-07-01,"gospel,contemporary christian",Male,gospel
10,3,181,1984-10-20,Wintley Phipps,/wiki/Wintley_Phipps,Vocal artist,Person,1955-01-07,"christian,gospel",Male,gospel
10,4,182,1984-11-03,Chaka Khan,/wiki/Chaka_Khan,Recording artist,Person,1953-03-23,"r&b,jazz,funk,soul,disco,adult contemporary,gospel",Female,r&b
10,4,182,1984-11-03,The Folksmen,/wiki/The_Folksmen,Trio,MusicGroup,,folk,,folk
10,5,183,1984-11-10,Frankie Goes to Hollywood,/wiki/Frankie_Goes_to_Hollywood,Musical Group,MusicGroup,,"hi-nrg,dance-pop,dance-rock,synthpop,new wave",,new wave
10,6,184,1984-11-17,The Kinks,/wiki/The_Kinks,Rock band,MusicGroup,,"rock,pop",,
10,7,185,1984-12-01,Billy Squier,/wiki/Billy_Squier,Rock musician,Person,1950-05-12,"rock,hard rock",Male,hard rock
10,8,186,1984-12-08,Herbie Hancock,/wiki/Herbie_Hancock,Pianist,Person,1940-04-12,"jazz,post-bop,fusion,jazz-funk,electro,classical",Male,jazz
10,9,187,1984-12-15,Robert Plant & the Honeydrippers,/wiki/Robert_Plant_%26_the_Honeydrippers,Rock band,MusicGroup,,"rock and roll,jump blues,rhythm and blues",,rock and roll
10,10,188,1985-01-12,John Waite,/wiki/John_Waite,Musician,Person,1952-07-04,"pop rock,hard rock,power pop",Male,pop rock
10,11,189,1985-01-19,Billy Ocean,/wiki/Billy_Ocean,Singer,Person,1950-01-21,"rhythm and blues,pop,soul",Male,soul
10,12,190,1985-02-02,Tina Turner,/wiki/Tina_Turner,Dancer,Person,1939-11-26,"r&b,pop,soul,dance,rock and roll",Female,r&b
10,13,191,1985-02-09,Bryan Adams,/wiki/Bryan_Adams,Singer-songwriter,Person,1959-11-05,rock,Male,
10,14,192,1985-02-16,Power Station,/wiki/Power_Station_(band),Supergroup,MusicGroup,,"pop rock,hard rock,dance-rock,new wave",,pop rock
10,15,193,1985-03-30,The Commodores,/wiki/The_Commodores,Musical Group,MusicGroup,,"r&b,funk,pop",,r&b
10,16,194,1985-04-06,Santana,/wiki/Carlos_Santana,Rock band,MusicGroup,1947-07-20,"latin rock,blues rock,jazz fusion",,blues rock
10,17,195,1985-04-13,Greg Kihn,/wiki/Greg_Kihn,Musician,Person,1949-07-10,rock,Male,
11,1,196,1985-11-09,Simple Minds,/wiki/Simple_Minds,Rock band,MusicGroup,,"post-punk,art rock,new wave,pop rock,synthpop,alternative rock",,pop rock
11,2,197,1985-11-16,Sheila E,/wiki/Sheila_E,Percussionist,Person,1957-12-12,"r&b,pop,soul,pop rock,funk,latin pop",Female,r&b
11,3,198,1985-11-23,Queen Ida & the Bon Temps Zydeco Band,/wiki/Queen_Ida,Musical Artist,Person,1929-01-15,zydeco,Female,zydeco
11,4,199,1985-12-07,Mr. Mister,/wiki/Mr._Mister,Pop band,MusicGroup,,"new wave,pop rock",,pop rock
11,5,200,1985-12-14,Sade,/wiki/Sade_Adu,Singer-songwriter,Person,1959-01-16,"r&b,soul",Female,r&b
11,6,201,1985-12-21,The Dream Academy,/wiki/The_Dream_Academy,Musical band,MusicGroup,,"alternative pop,folk rock",,folk rock
11,6,201,1985-12-21,The Cult,/wiki/The_Cult,Rock band,MusicGroup,,"hard rock,gothic rock,post-punk,heavy metal",,hard rock
11,7,202,1986-01-18,The Replacements,/wiki/The_Replacements_(band),Rock band,MusicGroup,,"punk rock,alternative rock",,punk rock
11,8,203,1986-01-25,Al Green,/wiki/Al_Green,Singer,Person,1946-04-13,"r&b,soul,smooth soul,blues,gospel",Male,r&b
11,9,204,1986-02-08,The Nelsons,/wiki/Nelson_(band),Rock band,MusicGroup,,"hard rock,glam metal",,hard rock
11,10,205,1986-02-15,Stevie Ray Vaughan,/wiki/Stevie_Ray_Vaughan,Musician,Person,1954-10-03,"blues rock,electric blues,texas blues",Male,blues rock
11,10,205,1986-02-15,Double Trouble,/wiki/Double_Trouble_(band),Rock band,MusicGroup,,"blues rock,electric blues,texas blues,instrumental rock",,blues rock
11,11,206,1986-02-22,The Neville Brothers,/wiki/The_Neville_Brothers,R&B group,MusicGroup,,"r&b,soul,funk",,r&b
11,12,207,1986-03-15,Rosanne Cash,/wiki/Rosanne_Cash,Singer-songwriter,Person,1955-05-24,"country,rock,folk,blues",Female,country
11,13,208,1986-03-22,Philip Glass,/wiki/Philip_Glass,Composer,Person,1937-01-31,"minimalism,contemporary classical,film score",Male,film score
11,14,209,1986-04-12,Joe Jackson,/wiki/Joe_Jackson_(musician),Musician,Person,1954-08-11,"punk rock,ska,new wave,jazz pop,jazz,classical",Male,jazz
11,15,210,1986-04-19,Laurie Anderson,/wiki/Laurie_Anderson,Artist,Person,1947-06-05,"avant-garde,experimental pop,art pop,electronic",Female,art pop
11,16,211,1986-05-10,Ladysmith Black Mambazo,/wiki/Ladysmith_Black_Mambazo,Musical Group,MusicGroup,,"isicathamiya,mbube",,isicathamiya
11,17,212,1986-05-17,Level 42,/wiki/Level_42,Musical band,MusicGroup,,"jazz-funk,sophisti-pop,dance-rock,new wave,synthpop",,new wave
11,17,212,1986-05-17,E.G. Daily,/wiki/Elizabeth_Daily,Actress,Person,1961-09-11,"country,dance",Female,country
11,18,213,1986-05-24,George Clinton,/wiki/George_Clinton_(funk_musician),Singer,Person,1941-07-22,"funk,soul,psychedelic funk,r&b,disco,rock",Male,r&b
11,18,213,1986-05-24,Parliament-Funkadelic,/wiki/Parliament-Funkadelic,Musical Group,MusicGroup,,"funk,psychedelic soul,funk rock,psychedelic funk,disco",,funk
12,2,215,1986-10-18,Run DMC,/wiki/Run_DMC,Hip hop group,MusicGroup,,"hip hop,rap rock",,hip hop
12,3,216,1986-11-08,Ric Ocasek,/wiki/Ric_Ocasek,Songwriter,Person,1949-03-23,"rock,new wave",Male,new wave
12,4,217,1986-11-15,Lou Reed,/wiki/Lou_Reed,Musician,Person,1942-03-02,"rock,experimental,proto-punk,glam rock,art rock",Male,art rock
12,5,218,1986-11-22,Paul Simon,/wiki/Paul_Simon,Musician,Person,1941-10-13,"folk,rock,pop,world",Male,folk
12,6,219,1986-12-06,Randy Newman,/wiki/Randy_Newman,Singer-songwriter,Person,1943-11-28,"rock,pop",Male,
12,7,220,1986-12-13,The Pretenders,/wiki/The_Pretenders,Rock band,MusicGroup,,"rock,punk rock,new wave",,new wave
12,8,221,1986-12-20,Lone Justice,/wiki/Lone_Justice,Rock band,MusicGroup,,"country rock,roots rock,cowpunk,rockabilly",,country rock
12,9,222,1987-01-24,Deborah Harry,/wiki/Debbie_Harry,Singer-songwriter,Person,1945-07-01,"rock,new wave,punk rock,disco,pop",Female,new wave
12,10,223,1987-01-31,Bruce Hornsby & the Range,/wiki/Bruce_Hornsby_%26_the_Range,Musical band,MusicGroup,,"improvisational multi-genre,jam band,rock,gospel,heartland rock,jazz,bluegrass,blues rock",,jazz
12,11,224,1987-02-14,Paul Young,/wiki/Paul_Young,Singer,Person,1956-01-17,"pop rock,new wave,blue-eyed soul",Male,pop rock
12,12,225,1987-02-21,Willie Nelson,/wiki/Willie_Nelson,Musician,Person,1933-04-29,"country,outlaw country,rock",Male,country
12,13,226,1987-02-28,Robert Cray Band,/wiki/Robert_Cray_Band,Guitarist,Person,1953-08-01,"blues,blues rock",Male,blues
12,14,227,1987-03-21,Percy Sledge,/wiki/Percy_Sledge,Singer,Person,1940-11-25,"r&b,soul,traditional pop",Male,r&b
12,15,228,1987-03-28,Wynton Marsalis,/wiki/Wynton_Marsalis,Trumpeter,Person,1961-10-18,"jazz,classical,big band,dixieland",Male,jazz
12,16,229,1987-04-11,Anita Baker,/wiki/Anita_Baker,Singer-songwriter,Person,1958-01-26,"r&b,soul jazz,smooth jazz,soul,quiet storm",Female,r&b
12,17,230,1987-04-18,Timbuk 3,/wiki/Timbuk_3,Musical band,MusicGroup,,"post-punk,new wave",,new wave
12,18,231,1987-05-09,Suzanne Vega,/wiki/Suzanne_Vega,Singer-songwriter,Person,1959-07-11,"alternative rock,folk rock",Female,folk rock
12,19,232,1987-05-16,Los Lobos,/wiki/Los_Lobos,Rock band,MusicGroup,,"chicano rock,roots rock,latin rock,tex-mex,americana,heartland rock,cowpunk",,americana
12,20,233,1987-05-23,Roy Orbison,/wiki/Roy_Orbison,Singer-songwriter,Person,1936-04-23,"rock and roll,rock,rockabilly,country,pop",Male,country
13,1,234,1987-10-17,Sting,/wiki/Sting_(musician),Musician,Person,1951-10-02,"rock,pop,new wave,jazz,world",Male,jazz
13,2,235,1987-10-24,LL Cool J,/wiki/LL_Cool_J,Rapper,Person,1968-01-14,"hip hop,rap rock",Male,hip hop
13,2,235,1987-10-24,Michael Penn,/wiki/Michael_Penn,Singer-songwriter,Person,1958-08-01,"alternative pop,alternative rock",Male,alternative pop
13,3,236,1987-10-31,The Cars,/wiki/The_Cars,Rock band,MusicGroup,,"rock,new wave,power pop",,new wave
13,4,237,1987-11-14,Simply Red,/wiki/Simply_Red,Pop band,MusicGroup,,"pop,soul,blue-eyed soul,sophisti-pop",,soul
13,5,238,1987-11-21,Cher,/wiki/Cher,Singer,Person,1946-05-20,"pop,dance,disco,folk,rock",Female,folk
13,6,239,1987-12-05,Bryan Ferry,/wiki/Bryan_Ferry,Singer,Person,1945-09-26,"pop rock,glam rock,art rock,new wave,sophisti-pop",Male,pop rock
13,7,240,1987-12-12,Buster Poindexter,/wiki/Buster_Poindexter,Singer,Person,1950-01-09,"glam rock,proto-punk,hard rock,lounge,calypso",Male,hard rock
13,7,240,1987-12-12,David Gilmour,/wiki/David_Gilmour,Singer-songwriter,Person,1946-03-06,"progressive rock,psychedelic rock,art rock,ambient,blues rock",Male,blues rock
13,8,241,1987-12-19,Linda Ronstadt,/wiki/Linda_Ronstadt,Singer,Person,1946-07-15,"rock,rock and roll,folk,country rock,soft rock,jazz,big band,art rock,latin",Female,jazz
13,9,242,1988-01-23,James Taylor,/wiki/James_Taylor,Singer-songwriter,Person,1948-03-12,"folk rock,rock,pop,soft rock,blues,country",Male,folk rock
13,10,243,1988-01-30,Robbie Robertson,/wiki/Robbie_Robertson,Musician,Person,1943-07-05,"americana,rock",Male,americana
13,11,244,1988-02-13,Terence Trent D'Arby,/wiki/Sananda_Maitreya,Singer-songwriter,Person,1962-03-15,"pop,rock,soul,r&b,funk",Male,r&b
13,12,245,1988-02-20,Randy Travis,/wiki/Randy_Travis,Singer-songwriter,Person,1959-05-04,"country,gospel",Male,country
13,13,246,1988-02-27,"10,000 Maniacs","/wiki/10,000_Maniacs",Rock band,MusicGroup,,"alternative rock,college rock,jangle pop,folk rock,soft rock",,folk rock
14,1,247,1988-10-08,Keith Richards,/wiki/Keith_Richards,Guitarist,Person,1943-12-18,"rock,blues,blues rock,rock and roll,rhythm and blues",Male,blues
14,2,248,1988-10-15,The Sugarcubes,/wiki/The_Sugarcubes,Rock band,MusicGroup,,"alternative rock,post-punk,avant-pop",,post-punk
14,3,249,1988-10-22,Randy Newman,/wiki/Randy_Newman,Singer-songwriter,Person,1943-11-28,"rock,pop",Male,
14,3,249,1988-10-22,Mark Knopfler,/wiki/Mark_Knopfler,Singer-songwriter,Person,1949-08-12,"rock,roots rock,celtic rock,blues rock,country",Male,country
14,4,250,1988-11-05,Edie Brickell and New Bohemians,/wiki/Edie_Brickell_and_New_Bohemians,Rock band,MusicGroup,,"alternative rock,folk rock,jangle pop,neo-psychedelia,southern rock,jam rock",,folk rock
14,5,251,1988-11-12,Johnny Clegg,/wiki/Johnny_Clegg_(musician),Musician,Person,1953-06-07,"mbaqanga,afro-pop",Male,mbaqanga
14,5,251,1988-11-12,Savuka,/wiki/Savuka,Pop band,MusicGroup,,"world music,afro pop,rock,zulu,maskanda,mbaqanga",,world music
14,6,252,1988-11-19,Tracy Chapman,/wiki/Tracy_Chapman,Singer-songwriter,Person,1964-03-30,"folk,blues rock,pop,soul",Female,soul
14,7,253,1988-12-03,The Bangles,/wiki/The_Bangles,Pop band,MusicGroup,,pop rock,,pop rock
14,8,254,1988-12-10,Bobby McFerrin,/wiki/Bobby_McFerrin,Vocalist,Person,1950-03-11,"jazz,a cappella,vocal,world,classical,smooth jazz",Male,jazz
14,9,255,1988-12-17,Little Feat,/wiki/Little_Feat,Rock band,MusicGroup,,"southern rock,blues rock,roots rock,funk rock,jazz rock,boogie rock,country rock,jam rock,swamp rock",,blues rock
14,10,256,1989-01-21,Anita Baker,/wiki/Anita_Baker,Singer-songwriter,Person,1958-01-26,"r&b,soul jazz,smooth jazz,soul,quiet storm",Female,r&b
14,11,257,1989-01-28,John Hiatt,/wiki/John_Hiatt,Guitarist,Person,1952-08-20,"americana,folk rock,country,blues,heartland rock",Male,folk rock
14,12,258,1989-02-11,Luther Vandross,/wiki/Luther_Vandross,Singer-songwriter,Person,1951-04-20,"r&b,soul,pop,quiet storm",Male,r&b
14,13,259,1989-02-18,Cowboy Junkies,/wiki/Cowboy_Junkies,Rock band,MusicGroup,,"americana,alternative country,country rock,folk rock,blues rock,psychedelic rock,indie rock",,folk rock
14,14,260,1989-02-25,Gipsy Kings,/wiki/Gipsy_Kings,Musical Group,MusicGroup,,"catalan rumba,pop",,catalan rumba
14,15,261,1989-03-25,Elvis Costello,/wiki/Elvis_Costello,Musician,Person,1954-08-25,"new wave,punk rock,pub rock",Male,new wave
14,16,262,1989-04-01,Living Colour,/wiki/Living_Colour,Rock band,MusicGroup,,"funk metal,hard rock,alternative metal",,hard rock
14,17,263,1989-04-15,Dolly Parton,/wiki/Dolly_Parton,Singer-songwriter,Person,1946-01-19,"country,country pop,pop,bluegrass,gospel",Female,country
14,18,264,1989-04-22,John Cougar Mellencamp,/wiki/John_Mellencamp,Musician,Person,1951-10-07,"rock,heartland rock,roots rock,folk rock",Male,folk rock
14,19,265,1989-05-13,Fine Young Cannibals,/wiki/Fine_Young_Cannibals,Musical Group,MusicGroup,,"alternative rock,new wave",,new wave
14,20,266,1989-05-20,Tom Petty & the Heartbreakers,/wiki/Tom_Petty_%26_the_Heartbreakers,Rock band,MusicGroup,,"rock,heartland rock,blues rock,hard rock,jangle pop,glam rock",,hard rock
15,1,267,1989-09-30,Neil Young,/wiki/Neil_Young,Singer-songwriter,Person,1945-11-12,"rock,folk rock,hard rock,country rock,grunge,soft rock",Male,hard rock
15,2,268,1989-10-07,Rickie Lee Jones,/wiki/Rickie_Lee_Jones,Vocalist,Person,1954-11-08,"rock,jazz,r&b,pop",Female,r&b
15,3,269,1989-10-21,Billy Joel,/wiki/Billy_Joel,Singer-songwriter,Person,1949-05-09,"rock,soft rock,piano rock,pop",Male,soft rock
15,4,270,1989-10-28,Don Henley,/wiki/Don_Henley,Singer,Person,1947-07-22,"rock,pop rock,country rock,soft rock,folk rock,hard rock",Male,pop rock
15,5,271,1989-11-11,Eurythmics,/wiki/Eurythmics,Duo,MusicGroup,,"synthpop,new wave,pop rock,dance-rock",,pop rock
15,6,272,1989-11-18,David Byrne,/wiki/David_Byrne_(musician),Musician,Person,1952-05-14,"new wave,post-punk,art rock,art pop,worldbeat",Male,new wave
15,7,273,1989-12-02,k.d. lang,/wiki/K.d._lang,Singer-songwriter,Person,1961-11-02,"country,pop,folk,jazz",Female,jazz
15,8,274,1989-12-09,Linda Ronstadt,/wiki/Linda_Ronstadt,Singer,Person,1946-07-15,"rock,rock and roll,folk,country rock,soft rock,jazz,big band,art rock,latin",Female,jazz
15,8,274,1989-12-09,Aaron Neville,/wiki/Aaron_Neville,Singer,Person,1941-01-24,"r&b,soul,country,gospel,jazz,pop",Male,r&b
15,9,275,1989-12-16,Tracy Chapman,/wiki/Tracy_Chapman,Singer-songwriter,Person,1964-03-30,"folk,blues rock,pop,soul",Female,soul
15,10,276,1990-01-13,"Harry Connick, Jr.","/wiki/Harry_Connick,_Jr.",Singer,Person,1967-09-11,"swing,traditional pop,big band,jazz-funk",Male,big band
15,11,277,1990-01-20,Bonnie Raitt,/wiki/Bonnie_Raitt,Singer-songwriter,Person,1949-11-08,"blues,blue-eyed soul,blues rock,roots rock,americana",Female,blues
15,12,278,1990-02-10,Tevin Campbell,/wiki/Tevin_Campbell,Singer-songwriter,Person,1976-11-12,"r&b,pop,soul,new jack swing,urban,jazz,gospel,adult contemporary",Male,r&b
15,12,278,1990-02-10,Kool Moe Dee,/wiki/Kool_Moe_Dee,Rapper,Person,1962-08-08,"hip hop,new jack swing",Male,hip hop
15,12,278,1990-02-10,Big Daddy Kane,/wiki/Big_Daddy_Kane,Rapper,Person,1968-09-10,"east coast hip hop,hardcore hip hop,hip hop",Male,hip hop
15,13,279,1990-02-17,Aerosmith,/wiki/Aerosmith,Rock band,MusicGroup,,"hard rock,blues rock,glam metal",,hard rock
15,14,280,1990-02-24,Technotronic,/wiki/Technotronic,Musical band,MusicGroup,,"house,techno,electronica,hip house,tech house",,electronica
15,15,281,1990-03-17,The Pogues,/wiki/The_Pogues,Musical Group,MusicGroup,,"celtic punk,folk punk",,celtic punk
15,16,282,1990-03-24,Eric Clapton,/wiki/Eric_Clapton,Guitarist,Person,1945-03-30,"rock,blues",Male,blues
15,17,283,1990-04-14,The Smithereens,/wiki/The_Smithereens,Rock band,MusicGroup,,"alternative rock,power pop,college rock,hard rock",,hard rock
15,18,284,1990-04-21,The B-52's,/wiki/The_B-52%27s,Rock band,MusicGroup,,"new wave,dance-rock,art pop",,new wave
15,19,285,1990-05-12,Julee Cruise,/wiki/Julee_Cruise,Singer,Person,1956-12-01,dream pop,Female,dream pop
15,20,286,1990-05-19,The Notting Hillbillies,/wiki/The_Notting_Hillbillies,Musical Group,MusicGroup,,"country rock,blues,americana",,blues
16,1,287,1990-09-29,Sinéad O'Connor,/wiki/Sin%C3%A9ad_O%27Connor,Singer-songwriter,Person,1966-12-08,"alternative rock,pop rock,folk rock",Female,pop rock
16,2,288,1990-10-06,Hothouse Flowers,/wiki/Hothouse_Flowers,Musical Group,MusicGroup,,"alternative rock,folk rock,celtic rock",,folk rock
16,3,289,1990-10-20,Morris Day,/wiki/Morris_Day,Musician,Person,1957-12-13,"rock,pop,r&b,soul,funk,disco,funk rock,funk metal,new wave,dance,hip hop",Male,r&b
16,3,289,1990-10-20,The Time,/wiki/The_Time_(Band),Musical Group,MusicGroup,,"pop,soul,funk rock,dance,minneapolis sound",,soul
16,4,290,1990-10-27,Mariah Carey,/wiki/Mariah_Carey,Singer-songwriter,Person,1969-03-27,"r&b,pop,hip hop,soul",Female,r&b
16,5,291,1990-11-10,World Party,/wiki/World_Party,Rock band,MusicGroup,,"alternative rock,indie pop,folk rock,power pop,psychedelic pop",,folk rock
16,6,292,1990-11-17,Paul Simon,/wiki/Paul_Simon,Musician,Person,1941-10-13,"folk,rock,pop,world",Male,folk
16,7,293,1990-12-01,Faith No More,/wiki/Faith_No_More,Rock band,MusicGroup,,"alternative metal,experimental rock,funk metal",,alternative metal
16,8,294,1990-12-08,Edie Brickell & New Bohemians,/wiki/Edie_Brickell_%26_New_Bohemians,Rock band,MusicGroup,,"alternative rock,folk rock,jangle pop,neo-psychedelia,southern rock,jam rock",,folk rock
16,9,295,1990-12-15,The Neville Brothers,/wiki/The_Neville_Brothers,R&B group,MusicGroup,,"r&b,soul,funk",,r&b
16,10,296,1991-01-12,Vanilla Ice,/wiki/Vanilla_Ice,Rapper,Person,1967-10-31,"hip hop,rap rock,nu metal,rap metal",Male,hip hop
16,11,297,1991-01-19,Sting,/wiki/Sting_(musician),Musician,Person,1951-10-02,"rock,pop,new wave,jazz,world",Male,jazz
16,12,298,1991-02-09,INXS,/wiki/INXS,Rock band,MusicGroup,,"rock,new wave,alternative rock,post-punk,dance-rock",,new wave
16,13,299,1991-02-16,Deee-Lite,/wiki/Deee-Lite,Musical Group,MusicGroup,,"dance-pop,house",,dance-pop
16,14,300,1991-02-23,Whitney Houston,/wiki/Whitney_Houston,Singer,Person,1963-08-09,"r&b,pop,soul,gospel",Female,r&b
16,15,301,1991-03-16,The Black Crowes,/wiki/The_Black_Crowes,Rock band,MusicGroup,,"southern rock,blues rock,hard rock,jam band",,hard rock
16,16,302,1991-03-23,Fishbone,/wiki/Fishbone,Rock band,MusicGroup,,"alternative rock,funk rock,funk metal,ska punk",,funk rock
16,17,303,1991-04-13,R.E.M.,/wiki/R.E.M.,Rock band,MusicGroup,,"alternative rock,folk rock,college rock,jangle pop",,folk rock
16,18,304,1991-04-20,Michael Bolton,/wiki/Michael_Bolton,Singer-songwriter,Person,1953-02-26,"pop rock,soft rock,blue-eyed soul",Male,pop rock
16,19,305,1991-05-11,Chris Isaak,/wiki/Chris_Isaak,Musician,Person,1956-06-26,"rock and roll,rockabilly,roots rock,surf rock",Male,rock and roll
16,20,306,1991-05-18,Elvis Costello,/wiki/Elvis_Costello,Musician,Person,1954-08-25,"new wave,punk rock,pub rock",Male,new wave
17,1,307,1991-09-28,Public Enemy,/wiki/Public_Enemy_(band),Hip hop group,MusicGroup,,hip hop,,hip hop
17,2,308,1991-10-05,Color Me Badd,/wiki/Color_Me_Badd,R&B group,MusicGroup,,"r&b,new jack swing",,r&b
17,3,309,1991-10-12,Tom Petty & The Heartbreakers,/wiki/Tom_Petty_%26_The_Heartbreakers,Rock band,MusicGroup,,"rock,heartland rock,blues rock,hard rock,jangle pop,glam rock",,hard rock
17,4,310,1991-10-26,Bonnie Raitt,/wiki/Bonnie_Raitt,Singer-songwriter,Person,1949-11-08,"blues,blue-eyed soul,blues rock,roots rock,americana",Female,blues
17,5,311,1991-11-02,Skid Row,/wiki/Skid_Row_(American_band),Musical Group,MusicGroup,,"heavy metal,glam metal",,heavy metal
17,6,312,1991-11-16,Mariah Carey,/wiki/Mariah_Carey,Singer-songwriter,Person,1969-03-27,"r&b,pop,hip hop,soul",Female,r&b
17,7,313,1991-11-23,Tin Machine,/wiki/Tin_Machine,Rock band,MusicGroup,,"rock,hard rock",,hard rock
17,8,314,1991-12-07,MC Hammer,/wiki/MC_Hammer,Hip-hop artist,Person,1962-03-30,"hip hop,gospel,dance",Male,hip hop
17,9,315,1991-12-14,James Taylor,/wiki/James_Taylor,Singer-songwriter,Person,1948-03-12,"folk rock,rock,pop,soft rock,blues,country",Male,folk rock
17,10,316,1992-01-11,Nirvana,/wiki/Nirvana_(band),Rock band,MusicGroup,,"grunge,alternative rock",,grunge
17,11,317,1992-01-18,Robbie Robertson,/wiki/Robbie_Robertson,Musician,Person,1943-07-05,"americana,rock",Male,americana
17,11,317,1992-01-18,Bruce Hornsby & the Range,/wiki/Bruce_Hornsby_%26_the_Range,Singer,MusicGroup,,"improvisational multi-genre,jam band,rock,gospel,heartland rock,jazz,bluegrass,blues rock",,jazz
17,12,318,1992-02-08,C&C Music Factory,/wiki/C%26C_Music_Factory,Musical Group,MusicGroup,,electronic dance music,,electronic dance music
17,13,319,1992-02-15,Teenage Fanclub,/wiki/Teenage_Fanclub,Rock band,MusicGroup,,"alternative rock,indie pop,jangle pop,power pop",,indie pop
