season,epnumInSeason,epnum,date,name,wikilink,description,types,bday,genres,gender
11,16,211,1986-05-10,Catherine Oxenberg,/wiki/Catherine_Oxenberg,Actress,"Thing,Person",1961-09-22,,Female
11,16,211,1986-05-10,Paul Simon,/wiki/Paul_Simon,Musician,"Person,Thing",1941-10-13,"Folk,rock,pop,world",Male
11,17,212,1986-05-17,Jimmy Breslin,/wiki/Jimmy_Breslin,Journalist,"Thing,Person",1928-10-17,,Male
11,18,213,1986-05-24,Anjelica Huston,/wiki/Anjelica_Huston,Actress,"Thing,Person",1951-07-08,,Female
11,18,213,1986-05-24,Billy Martin,/wiki/Billy_Martin,Baseball Manager,"Person,Thing",1928-05-16,,Male
12,1,214,1986-10-11,Sigourney Weaver,/wiki/Sigourney_Weaver,Actress,"Thing,Person",1949-10-08,,Female
12,2,215,1986-10-18,Malcolm-Jamal Warner,/wiki/Malcolm-Jamal_Warner,Actor,"Thing,Person",1970-08-18,,Male
12,3,216,1986-11-08,Rosanna Arquette,/wiki/Rosanna_Arquette,Actress,"Thing,Person",1959-08-10,,Female
12,4,217,1986-11-15,Sam Kinison,/wiki/Sam_Kinison,Comedian,"Person,Thing",1953-12-08,"Black comedy,satire,observational comedy",Male
12,5,218,1986-11-22,Robin Williams,/wiki/Robin_Williams,Stand-up comedian,"Thing,Person",1951-07-21,"Observational comedy,improvisational comedy,character comedy,self-deprecation,surreal humor",Male
12,6,219,1986-12-06,Chevy Chase,/wiki/Chevy_Chase,Actor,"Person,Thing",1943-10-08,"Sketch comedy,improvisational comedy,physical comedy,slapstick",Male
12,6,219,1986-12-06,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
12,6,219,1986-12-06,Martin Short,/wiki/Martin_Short,Actor,"Person,Thing",1950-03-26,"Improvisational comedy,surreal humour,musical comedy,physical comedy,sketch comedy,character comedy,satire",Male
12,7,220,1986-12-13,Steve Guttenberg,/wiki/Steve_Guttenberg,Actor,"Thing,Person",1958-08-24,,Male
12,8,221,1986-12-20,William Shatner,/wiki/William_Shatner,Actor,"Person,Thing",1931-03-22,,Male
12,9,222,1987-01-24,Joe Montana,/wiki/Joe_Montana,Football quarterback,"Thing,Person",1956-06-11,,Male
12,9,222,1987-01-24,Walter Payton,/wiki/Walter_Payton,Football running back,"Thing,Person",1954-07-25,,Male
12,10,223,1987-01-31,Paul Shaffer,/wiki/Paul_Shaffer,Singer,"Person,Thing",1949-11-28,"Rock,pop rock,jazz",Male
12,11,224,1987-02-14,Bronson Pinchot,/wiki/Bronson_Pinchot,Actor,"Thing,Person",1959-05-20,,Male
12,12,225,1987-02-21,Willie Nelson,/wiki/Willie_Nelson,Musician,"Person,Thing",1933-04-29,"Country,outlaw country,rock",Male
12,13,226,1987-02-28,Valerie Bertinelli,/wiki/Valerie_Bertinelli,Actress,"Person,Thing",1960-04-23,,Female
12,14,227,1987-03-21,Bill Murray,/wiki/Bill_Murray,Actor,"Thing,Person",1950-09-21,,Male
12,15,228,1987-03-28,Charlton Heston,/wiki/Charlton_Heston,Actor,"Thing,Person",1923-10-04,,Male
12,16,229,1987-04-11,John Lithgow,/wiki/John_Lithgow,Actor,"Thing,Person",1945-10-19,,Male
12,17,230,1987-04-18,John Larroquette,/wiki/John_Larroquette,Actor,"Thing,Person",1947-11-25,,Male
12,18,231,1987-05-09,Mark Harmon,/wiki/Mark_Harmon,Television actor,"Thing,Person",1951-09-02,,Male
12,19,232,1987-05-16,Garry Shandling,/wiki/Garry_Shandling,Comedian,"Person,Thing",1949-11-29,"Observational comedy,cringe comedy",Male
12,20,233,1987-05-23,Dennis Hopper,/wiki/Dennis_Hopper,Actor,"Thing,Person",1936-05-17,,Male
13,1,234,1987-10-17,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
13,2,235,1987-10-24,Sean Penn,/wiki/Sean_Penn,Actor,"Person,Thing",1960-08-17,,Male
13,3,236,1987-10-31,Dabney Coleman,/wiki/Dabney_Coleman,Actor,"Person,Thing",1932-01-03,,Male
13,4,237,1987-11-14,Robert Mitchum,/wiki/Robert_Mitchum,Film actor,"Thing,Person",1917-08-06,,Male
13,5,238,1987-11-21,Candice Bergen,/wiki/Candice_Bergen,Actress,"Person,Thing",1946-05-09,,Female
13,6,239,1987-12-05,Danny DeVito,/wiki/Danny_DeVito,Actor,"Person,Thing",1944-11-17,,Male
13,7,240,1987-12-12,Angie Dickinson,/wiki/Angie_Dickinson,Actress,"Thing,Person",1931-09-30,,Female
13,8,241,1987-12-19,Paul Simon,/wiki/Paul_Simon,Musician,"Person,Thing",1941-10-13,"Folk,rock,pop,world",Male
13,9,242,1988-01-23,Robin Williams,/wiki/Robin_Williams,Stand-up comedian,"Thing,Person",1951-07-21,"Observational comedy,improvisational comedy,character comedy,self-deprecation,surreal humor",Male
13,10,243,1988-01-30,Carl Weathers,/wiki/Carl_Weathers,Actor,"Thing,Person",1948-01-14,,Male
13,11,244,1988-02-13,Justine Bateman,/wiki/Justine_Bateman,Writer,"Thing,Person",1966-02-19,,Female
13,12,245,1988-02-20,Tom Hanks,/wiki/Tom_Hanks,Actor,"Person,Thing",1956-07-09,,Male
13,13,246,1988-02-27,Judge Reinhold,/wiki/Judge_Reinhold,Actor,"Thing,Person",1957-05-21,,Male
14,1,247,1988-10-08,Tom Hanks,/wiki/Tom_Hanks,Actor,"Person,Thing",1956-07-09,,Male
14,2,248,1988-10-15,Matthew Broderick,/wiki/Matthew_Broderick,Actor,"Person,Thing",1962-03-21,,Male
14,3,249,1988-10-22,John Larroquette,/wiki/John_Larroquette,Actor,"Thing,Person",1947-11-25,,Male
14,4,250,1988-11-05,Matthew Modine,/wiki/Matthew_Modine,Film actor,"Person,Thing",1959-03-22,,Male
14,5,251,1988-11-12,Demi Moore,/wiki/Demi_Moore,Actress,"Person,Thing",1962-11-11,,Female
14,6,252,1988-11-19,John Lithgow,/wiki/John_Lithgow,Actor,"Thing,Person",1945-10-19,,Male
14,7,253,1988-12-03,Danny DeVito,/wiki/Danny_DeVito,Actor,"Person,Thing",1944-11-17,,Male
14,8,254,1988-12-10,Kevin Kline,/wiki/Kevin_Kline,Film actor,"Person,Thing",1947-10-24,,Male
14,9,255,1988-12-17,Melanie Griffith,/wiki/Melanie_Griffith,Actress,"Thing,Person",1957-08-09,,Female
14,10,256,1989-01-21,John Malkovich,/wiki/John_Malkovich,Actor,"Thing,Person",1953-12-09,,Male
14,11,257,1989-01-28,Tony Danza,/wiki/Tony_Danza,Actor,"Person,Thing",1951-04-21,,Male
14,12,258,1989-02-11,Ted Danson,/wiki/Ted_Danson,Actor,"Thing,Person",1947-12-29,,Male
14,13,259,1989-02-18,Leslie Nielsen,/wiki/Leslie_Nielsen,Actor,"Thing,Person",1926-02-11,,Male
14,14,260,1989-02-25,Glenn Close,/wiki/Glenn_Close,Actress,"Person,Thing",1947-03-19,,Female
14,15,261,1989-03-25,Mary Tyler Moore,/wiki/Mary_Tyler_Moore,Actress,"Thing,Person",1936-12-29,,Female
14,16,262,1989-04-01,Mel Gibson,/wiki/Mel_Gibson,Actor,"Thing,Person",1956-01-03,,Male
14,17,263,1989-04-15,Dolly Parton,/wiki/Dolly_Parton,Singer-songwriter,"Thing,Person",1946-01-19,"Country,country pop,pop,bluegrass,gospel",Female
14,18,264,1989-04-22,Geena Davis,/wiki/Geena_Davis,Actress,"Person,Thing",1956-01-21,,Female
14,19,265,1989-05-13,Wayne Gretzky,/wiki/Wayne_Gretzky,Ice hockey player,"Thing,Person",1961-01-26,,Male
14,20,266,1989-05-20,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
15,1,267,1989-09-30,Bruce Willis,/wiki/Bruce_Willis,Actor,"Person,Thing",1955-03-19,,Male
15,2,268,1989-10-07,Rick Moranis,/wiki/Rick_Moranis,Actor,"Person,Thing",1953-04-18,,Male
15,3,269,1989-10-21,Kathleen Turner,/wiki/Kathleen_Turner,Film actress,"Thing,Person",1954-06-19,,Female
15,4,270,1989-10-28,James Woods,/wiki/James_Woods,Actor,"Thing,Person",1947-04-18,,Male
15,5,271,1989-11-11,Chris Evert,/wiki/Chris_Evert,Tennis player,"Person,Thing",1954-12-21,,Female
15,6,272,1989-11-18,Woody Harrelson,/wiki/Woody_Harrelson,Actor,"Person,Thing",1961-07-23,,Male
15,7,273,1989-12-02,John Goodman,/wiki/John_Goodman,Actor,"Person,Thing",1952-06-20,,Male
15,8,274,1989-12-09,Robert Wagner,/wiki/Robert_Wagner,Actor,"Person,Thing",1930-02-10,,Male
15,9,275,1989-12-16,Andie MacDowell,/wiki/Andie_MacDowell,Actress,"Thing,Person",1958-04-21,,Female
15,10,276,1990-01-13,Ed O'Neill,/wiki/Ed_O%27Neill,Actor,"Thing,Person",1946-04-12,,Male
15,11,277,1990-01-20,Christopher Walken,/wiki/Christopher_Walken,Film actor,"Thing,Person",1943-03-31,,Male
15,12,278,1990-02-10,Quincy Jones,/wiki/Quincy_Jones,Record producer,"Thing,Person",1933-03-14,"Rhythm and blues,funk,soul,big band,swing,bossa nova,jazz,hip hop,rock and roll,pop",Male
15,13,279,1990-02-17,Tom Hanks,/wiki/Tom_Hanks,Actor,"Person,Thing",1956-07-09,,Male
15,14,280,1990-02-24,Fred Savage,/wiki/Fred_Savage,Actor,"Person,Thing",1976-07-09,,Male
15,15,281,1990-03-17,Rob Lowe,/wiki/Rob_Lowe,Actor,"Person,Thing",1964-03-17,,Male
15,16,282,1990-03-24,Debra Winger,/wiki/Debra_Winger,Actress,"Thing,Person",1955-05-16,,Female
15,17,283,1990-04-14,Corbin Bernsen,/wiki/Corbin_Bernsen,Actor,"Thing,Person",1954-09-07,,Male
15,18,284,1990-04-21,Alec Baldwin,/wiki/Alec_Baldwin,Actor,"Person,Thing",1958-04-03,,Male
15,19,285,1990-05-12,Andrew Dice Clay,/wiki/Andrew_Dice_Clay,Comedian,"Thing,Person",1957-09-29,"Character comedy,Observational comedy,Improvisational comedy,Political satire,Insult comedy,Blue comedy,Black comedy",Male
15,20,286,1990-05-19,Candice Bergen,/wiki/Candice_Bergen,Actress,"Person,Thing",1946-05-09,,Female
16,1,287,1990-09-29,Kyle MacLachlan,/wiki/Kyle_MacLachlan,Actor,"Thing,Person",1959-02-22,,Male
16,2,288,1990-10-06,Susan Lucci,/wiki/Susan_Lucci,Actress,"Person,Thing",1946-12-23,,Female
16,3,289,1990-10-20,George Steinbrenner,/wiki/George_Steinbrenner,Businessman,"Person,Thing",1930-07-04,,Male
16,4,290,1990-10-27,Patrick Swayze,/wiki/Patrick_Swayze,Actor,"Thing,Person",1952-08-18,,Male
16,5,291,1990-11-10,Jimmy Smits,/wiki/Jimmy_Smits,Actor,"Person,Thing",1955-07-09,,Male
16,6,292,1990-11-17,Dennis Hopper,/wiki/Dennis_Hopper,Actor,"Thing,Person",1936-05-17,,Male
16,7,293,1990-12-01,John Goodman,/wiki/John_Goodman,Actor,"Person,Thing",1952-06-20,,Male
16,8,294,1990-12-08,Tom Hanks,/wiki/Tom_Hanks,Actor,"Person,Thing",1956-07-09,,Male
16,9,295,1990-12-15,Dennis Quaid,/wiki/Dennis_Quaid,Actor,"Thing,Person",1954-04-09,,Male
16,10,296,1991-01-12,Joe Mantegna,/wiki/Joe_Mantegna,Actor,"Thing,Person",1947-11-13,,Male
16,11,297,1991-01-19,Sting,/wiki/Sting_(musician),Musician,"Person,Thing",1951-10-02,"Rock,pop,new wave,jazz,world",Male
16,12,298,1991-02-09,Kevin Bacon,/wiki/Kevin_Bacon,Actor,"Thing,Person",1958-07-08,,Male
16,13,299,1991-02-16,Roseanne Barr,/wiki/Roseanne_Barr,Actress,"Person,Thing",1952-11-03,,Female
16,14,300,1991-02-23,Alec Baldwin,/wiki/Alec_Baldwin,Actor,"Person,Thing",1958-04-03,,Male
16,15,301,1991-03-16,Michael J. Fox,/wiki/Michael_J._Fox,Actor,"Thing,Person",1961-06-09,,Male
16,16,302,1991-03-23,Jeremy Irons,/wiki/Jeremy_Irons,Actor,"Thing,Person",1948-09-19,,Male
16,17,303,1991-04-13,Catherine O'Hara,/wiki/Catherine_O%27Hara,Actress,"Thing,Person",1954-03-04,,Female
16,18,304,1991-04-20,Steven Seagal,/wiki/Steven_Seagal,Actor,"Person,Thing",1952-04-10,,Male
16,19,305,1991-05-11,Delta Burke,/wiki/Delta_Burke,Television actress,"Thing,Person",1956-07-30,,Female
16,20,306,1991-05-18,George Wendt,/wiki/George_Wendt,Actor,"Thing,Person",1948-10-17,,Male
17,1,307,1991-09-28,Michael Jordan,/wiki/Michael_Jordan,Basketball player,"Person,Thing",1963-02-17,,Male
17,2,308,1991-10-05,Jeff Daniels,/wiki/Jeff_Daniels,Actor,"Person,Thing",1955-02-19,,Male
17,3,309,1991-10-12,Kirstie Alley,/wiki/Kirstie_Alley,Actress,"Thing,Person",1951-01-12,,Female
17,4,310,1991-10-26,Christian Slater,/wiki/Christian_Slater,Actor,"Person,Thing",1969-08-18,,Male
17,5,311,1991-11-02,Kiefer Sutherland,/wiki/Kiefer_Sutherland,Actor,"Person,Thing",1966-12-21,,Male
17,6,312,1991-11-16,Linda Hamilton,/wiki/Linda_Hamilton,Actress,"Person,Thing",1956-09-26,,Female
17,7,313,1991-11-23,Macaulay Culkin,/wiki/Macaulay_Culkin,Actor,"Person,Thing",1980-08-26,"Comedy rock,anti-folk",Male
17,8,314,1991-12-07,MC Hammer,/wiki/MC_Hammer,Hip-hop artist,"Person,Thing",1962-03-30,"Hip hop,gospel,dance",Male
17,9,315,1991-12-14,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
17,10,316,1992-01-11,Rob Morrow,/wiki/Rob_Morrow,Actor,"Person,Thing",1962-09-21,,Male
17,11,317,1992-01-18,Chevy Chase,/wiki/Chevy_Chase,Actor,"Person,Thing",1943-10-08,"Sketch comedy,improvisational comedy,physical comedy,slapstick",Male
17,12,318,1992-02-08,Susan Dey,/wiki/Susan_Dey,Actress,"Person,Thing",1952-12-10,,Female
17,13,319,1992-02-15,Jason Priestley,/wiki/Jason_Priestley,Actor,"Thing,Person",1969-08-28,,Male
17,14,320,1992-02-22,Roseanne Barr,/wiki/Roseanne_Barr,Actress,"Person,Thing",1952-11-03,,Female
17,14,320,1992-02-22,Tom Arnold,/wiki/Tom_Arnold_(actor),Actor,"Person,Thing",1959-03-06,,Male
17,15,321,1992-03-14,John Goodman,/wiki/John_Goodman,Actor,"Person,Thing",1952-06-20,,Male
17,16,322,1992-03-21,Mary Stuart Masterson,/wiki/Mary_Stuart_Masterson,Actress,"Person,Thing",1966-06-28,,Female
17,17,323,1992-04-11,Sharon Stone,/wiki/Sharon_Stone,Actress,"Thing,Person",1958-03-10,,Female
17,18,324,1992-04-18,Jerry Seinfeld,/wiki/Jerry_Seinfeld,Comedian,"Person,Thing",1954-04-29,"Observational comedy,black comedy,political satire",Male
17,19,325,1992-05-09,Tom Hanks,/wiki/Tom_Hanks,Actor,"Person,Thing",1956-07-09,,Male
17,20,326,1992-05-16,Woody Harrelson,/wiki/Woody_Harrelson,Actor,"Person,Thing",1961-07-23,,Male
18,1,327,1992-09-26,Nicolas Cage,/wiki/Nicolas_Cage,Actor,"Thing,Person",1964-01-07,,Male
18,2,328,1992-10-03,Tim Robbins,/wiki/Tim_Robbins,Actor,"Person,Thing",1958-10-16,,Male
18,3,329,1992-10-10,Joe Pesci,/wiki/Joe_Pesci,Actor,"Person,Thing",1943-02-09,,Male
18,4,330,1992-10-24,Christopher Walken,/wiki/Christopher_Walken,Film actor,"Thing,Person",1943-03-31,,Male
18,5,331,1992-10-31,Catherine O'Hara,/wiki/Catherine_O%27Hara,Actress,"Thing,Person",1954-03-04,,Female
18,6,332,1992-11-14,Michael Keaton,/wiki/Michael_Keaton,Actor,"Thing,Person",1951-09-05,,Male
18,7,333,1992-11-21,Sinbad,/wiki/Sinbad_(actor),Comedian,"Person,Thing",1956-11-10,"Observational comedy,Political satire,black comedy,Surreal humor,Character comedy",Male
18,8,334,1992-12-05,Tom Arnold,/wiki/Tom_Arnold_(actor),Actor,"Person,Thing",1959-03-06,,Male
18,9,335,1992-12-12,Glenn Close,/wiki/Glenn_Close,Actress,"Person,Thing",1947-03-19,,Female
18,10,336,1993-01-09,Danny DeVito,/wiki/Danny_DeVito,Actor,"Person,Thing",1944-11-17,,Male
18,11,337,1993-01-16,Harvey Keitel,/wiki/Harvey_Keitel,Actor,"Thing,Person",1939-05-13,,Male
18,12,338,1993-02-06,Luke Perry,/wiki/Luke_Perry,Actor,"Thing,Person",1966-10-11,,Male
18,13,339,1993-02-13,Alec Baldwin,/wiki/Alec_Baldwin,Actor,"Person,Thing",1958-04-03,,Male
18,14,340,1993-02-20,Bill Murray,/wiki/Bill_Murray,Actor,"Thing,Person",1950-09-21,,Male
18,15,341,1993-03-13,John Goodman,/wiki/John_Goodman,Actor,"Person,Thing",1952-06-20,,Male
18,16,342,1993-03-20,Miranda Richardson,/wiki/Miranda_Richardson,Film actress,"Person,Thing",1958-03-03,,Female
18,17,343,1993-04-10,Jason Alexander,/wiki/Jason_Alexander,Actor,"Person,Thing",1959-09-23,,Male
18,18,344,1993-04-17,Kirstie Alley,/wiki/Kirstie_Alley,Actress,"Thing,Person",1951-01-12,,Female
18,19,345,1993-05-08,Christina Applegate,/wiki/Christina_Applegate,Actress,"Thing,Person",1971-11-25,,Female
18,20,346,1993-05-15,Kevin Kline,/wiki/Kevin_Kline,Film actor,"Person,Thing",1947-10-24,,Male
19,1,347,1993-09-25,Charles Barkley,/wiki/Charles_Barkley,Basketball player,"Person,Thing",1963-02-20,,Male
19,2,348,1993-10-02,Shannen Doherty,/wiki/Shannen_Doherty,Actress,"Person,Thing",1971-04-12,,Female
19,3,349,1993-10-09,Jeff Goldblum,/wiki/Jeff_Goldblum,Actor,"Person,Thing",1952-10-22,,Male
19,4,350,1993-10-23,John Malkovich,/wiki/John_Malkovich,Actor,"Thing,Person",1953-12-09,,Male
19,5,351,1993-10-30,Christian Slater,/wiki/Christian_Slater,Actor,"Person,Thing",1969-08-18,,Male
19,6,352,1993-11-13,Rosie O'Donnell,/wiki/Rosie_O%27Donnell,Comedian,"Thing,Person",1962-03-21,,Female
19,7,353,1993-11-20,Nicole Kidman,/wiki/Nicole_Kidman,Actress,"Person,Thing",1967-06-20,,Female
19,8,354,1993-12-04,Charlton Heston,/wiki/Charlton_Heston,Actor,"Thing,Person",1923-10-04,,Male
19,9,355,1993-12-11,Sally Field,/wiki/Sally_Field,Film actress,"Person,Thing",1946-11-06,,Female
19,10,356,1994-01-08,Jason Patric,/wiki/Jason_Patric,Film actor,"Thing,Person",1966-06-17,,Male
19,11,357,1994-01-15,Sara Gilbert,/wiki/Sara_Gilbert,Actress,"Person,Thing",1975-01-29,,Female
19,12,358,1994-02-05,Patrick Stewart,/wiki/Patrick_Stewart,Actor,"Thing,Person",1940-07-13,,Male
19,13,359,1994-02-12,Alec Baldwin,/wiki/Alec_Baldwin,Actor,"Person,Thing",1958-04-03,,Male
19,13,359,1994-02-12,Kim Basinger,/wiki/Kim_Basinger,Actress,"Thing,Person",1953-12-08,,Female
19,14,360,1994-02-19,Martin Lawrence,/wiki/Martin_Lawrence,Comedian,"Person,Thing",1965-04-16,"Observational comedy,physical comedy,satire,blue comedy",Male
19,15,361,1994-03-12,Nancy Kerrigan,/wiki/Nancy_Kerrigan,Figure skater,"Person,Thing",1969-10-13,,Female
19,16,362,1994-03-19,Helen Hunt,/wiki/Helen_Hunt,Actress,"Person,Thing",1963-06-15,,Female
19,17,363,1994-04-09,Kelsey Grammer,/wiki/Kelsey_Grammer,Actor,"Person,Thing",1955-02-21,,Male
19,18,364,1994-04-16,Emilio Estevez,/wiki/Emilio_Estevez,Actor,"Thing,Person",1962-05-12,,Male
19,19,365,1994-05-07,John Goodman,/wiki/John_Goodman,Actor,"Person,Thing",1952-06-20,,Male
19,20,366,1994-05-14,Heather Locklear,/wiki/Heather_Locklear,Actress,"Person,Thing",1961-09-25,,Female
20,1,367,1994-09-24,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
20,2,368,1994-10-01,Marisa Tomei,/wiki/Marisa_Tomei,Actress,"Thing,Person",1964-12-04,,Female
20,3,369,1994-10-15,John Travolta,/wiki/John_Travolta,Actor,"Person,Thing",1954-02-18,,Male
20,4,370,1994-10-22,Dana Carvey,/wiki/Dana_Carvey,Actor,"Thing,Person",1955-06-02,"Improvisational,Observational,Character comedy,Satire",Male
20,5,371,1994-11-12,Sarah Jessica Parker,/wiki/Sarah_Jessica_Parker,Actress,"Person,Thing",1965-03-25,,Female
20,6,372,1994-11-19,John Turturro,/wiki/John_Turturro,Actor,"Person,Thing",1957-02-28,,Male
20,7,373,1994-12-03,Roseanne Barr,/wiki/Roseanne_Barr,Actress,"Person,Thing",1952-11-03,,Female
20,8,374,1994-12-10,Alec Baldwin,/wiki/Alec_Baldwin,Actor,"Person,Thing",1958-04-03,,Male
20,9,375,1994-12-17,George Foreman,/wiki/George_Foreman,Professional boxer,"Person,Thing",1949-01-10,,Male
20,10,376,1995-01-14,Jeff Daniels,/wiki/Jeff_Daniels,Actor,"Person,Thing",1955-02-19,,Male
20,11,377,1995-01-21,David Hyde Pierce,/wiki/David_Hyde_Pierce,Actor,"Thing,Person",1959-04-03,,Male
20,12,378,1995-02-11,Bob Newhart,/wiki/Bob_Newhart,Stand-up comedian,"Thing,Person",1929-09-05,"Deadpan,satire",Male
20,13,379,1995-02-18,Deion Sanders,/wiki/Deion_Sanders,Former american football player,"Person,Thing",1967-08-09,,Male
20,14,380,1995-02-25,George Clooney,/wiki/George_Clooney,Actor,"Thing,Person",1961-05-06,,Male
20,15,381,1995-03-18,Paul Reiser,/wiki/Paul_Reiser,Comedian,"Person,Thing",1957-03-30,,Male
20,16,382,1995-03-25,John Goodman,/wiki/John_Goodman,Actor,"Person,Thing",1952-06-20,,Male
20,17,383,1995-04-08,Damon Wayans,/wiki/Damon_Wayans,Actor,"Person,Thing",1960-09-04,"Observational comedy,improvisational comedy,political satire",Male
20,18,384,1995-04-15,Courteney Cox,/wiki/Courteney_Cox,Actress,"Person,Thing",1964-06-15,,Female
20,19,385,1995-05-06,Bob Saget,/wiki/Bob_Saget,Stand-up comedian,"Person,Thing",1956-05-17,"Character comedy,observational comedy,wit,word play,satire,political satire,black comedy,surreal humor,sarcasm,blue comedy",Male
20,20,386,1995-05-13,David Duchovny,/wiki/David_Duchovny,Actor,"Person,Thing",1960-08-07,,Male
21,1,387,1995-09-30,Mariel Hemingway,/wiki/Mariel_Hemingway,Actress,"Person,Thing",1961-11-22,,Female
21,2,388,1995-10-07,Chevy Chase,/wiki/Chevy_Chase,Actor,"Person,Thing",1943-10-08,"Sketch comedy,improvisational comedy,physical comedy,slapstick",Male
21,3,389,1995-10-21,David Schwimmer,/wiki/David_Schwimmer,Actor,"Thing,Person",1966-11-02,,Male
21,4,390,1995-10-28,Gabriel Byrne,/wiki/Gabriel_Byrne,Actor,"Thing,Person",1950-05-12,,Male
21,5,391,1995-11-11,Quentin Tarantino,/wiki/Quentin_Tarantino,Director,"Person,Thing",1963-03-27,,Male
21,6,392,1995-11-18,Laura Leighton,/wiki/Laura_Leighton,Actress,"Person,Thing",1968-07-24,,Female
21,7,393,1995-12-02,Anthony Edwards,/wiki/Anthony_Edwards,Actor,"Thing,Person",1962-07-19,,Male
21,8,394,1995-12-09,David Alan Grier,/wiki/David_Alan_Grier,Actor,"Thing,Person",1956-06-30,,Male
21,9,395,1995-12-16,Madeline Kahn,/wiki/Madeline_Kahn,Actress,"Thing,Person",1942-09-29,,Female
21,10,396,1996-01-13,Christopher Walken,/wiki/Christopher_Walken,Film actor,"Thing,Person",1943-03-31,,Male
21,11,397,1996-01-20,Alec Baldwin,/wiki/Alec_Baldwin,Actor,"Person,Thing",1958-04-03,,Male
21,12,398,1996-02-10,Danny Aiello,/wiki/Danny_Aiello,Actor,"Thing,Person",1933-06-20,,Male
21,13,399,1996-02-17,Tom Arnold,/wiki/Tom_Arnold_(actor),Actor,"Person,Thing",1959-03-06,,Male
21,14,400,1996-02-24,Elle Macpherson,/wiki/Elle_Macpherson,Model,"Thing,Person",1964-03-29,,Female
21,15,401,1996-03-16,John Goodman,/wiki/John_Goodman,Actor,"Person,Thing",1952-06-20,,Male
21,16,402,1996-03-23,Phil Hartman,/wiki/Phil_Hartman,Actor,"Person,Thing",1948-09-24,,Male
21,17,403,1996-04-13,Steve Forbes,/wiki/Steve_Forbes,Chief Executive of Forbes,"Person,Thing",1947-07-18,,Male
21,18,404,1996-04-20,Teri Hatcher,/wiki/Teri_Hatcher,Actress,"Thing,Person",1964-12-08,,Female
21,19,405,1996-05-11,Christine Baranski,/wiki/Christine_Baranski,Actress,"Person,Thing",1952-05-02,,Female
21,20,406,1996-05-18,Jim Carrey,/wiki/Jim_Carrey,Actor,"Person,Thing",1962-01-17,"Observational comedy,physical comedy,surreal humor",Male
22,1,407,1996-09-28,Tom Hanks,/wiki/Tom_Hanks,Actor,"Person,Thing",1956-07-09,,Male
22,2,408,1996-10-05,Lisa Kudrow,/wiki/Lisa_Kudrow,Actress,"Thing,Person",1963-07-30,,Female
22,3,409,1996-10-19,Bill Pullman,/wiki/Bill_Pullman,Actor,"Person,Thing",1953-12-17,,Male
22,4,410,1996-10-26,Dana Carvey,/wiki/Dana_Carvey,Actor,"Thing,Person",1955-06-02,"Improvisational,Observational,Character comedy,Satire",Male
22,5,411,1996-11-02,Chris Rock,/wiki/Chris_Rock,Comedian,"Thing,Person",1965-02-07,"Observational comedy,black comedy,sketch comedy,political satire",Male
22,6,412,1996-11-16,"Robert Downey, Jr.","/wiki/Robert_Downey,_Jr.",Actor,"Thing,Person",1965-04-04,,Male
22,7,413,1996-11-23,Phil Hartman,/wiki/Phil_Hartman,Actor,"Person,Thing",1948-09-24,,Male
22,8,414,1996-12-07,Martin Short,/wiki/Martin_Short,Actor,"Person,Thing",1950-03-26,"Improvisational comedy,surreal humour,musical comedy,physical comedy,sketch comedy,character comedy,satire",Male
22,9,415,1996-12-14,Rosie O'Donnell,/wiki/Rosie_O%27Donnell,Comedian,"Thing,Person",1962-03-21,,Female
22,10,416,1997-01-11,Kevin Spacey,/wiki/Kevin_Spacey,Actor,"Person,Thing",1959-07-26,,Male
22,11,417,1997-01-18,David Alan Grier,/wiki/David_Alan_Grier,Actor,"Thing,Person",1956-06-30,,Male
22,12,418,1997-02-08,Neve Campbell,/wiki/Neve_Campbell,Actress,"Person,Thing",1973-10-03,,Female
